file,tp_swin_missed_by_resnet,f1_swin,f1_resnet,delta,labels_swin_tp_resnet_fn
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/3d531d7e-bbbf-11e8-b2ba-ac1f6b6435d0_11.png,2,0.33333333330555553,0.0,0.33333333330555553,"intermediate filaments, nuclear membrane"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/a88626fc-bbbc-11e8-b2ba-ac1f6b6435d0_13.png,2,0.33333333330555553,0.0,0.33333333330555553,"intermediate filaments, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/0c1bce14-bbb9-11e8-b2ba-ac1f6b6435d0_4.png,2,0.33333333330555553,0.0,0.33333333330555553,"intermediate filaments, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/46410_1055_F7_3_7.png,2,0.33333333330555553,0.0,0.33333333330555553,"actin filaments,focal adhesion sites, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/d28944b4-bbb4-11e8-b2ba-ac1f6b6435d0_10.png,2,0.33333333330555553,0.0,0.33333333330555553,"nuclear membrane, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/50204_747_H6_4_9.png,2,0.33333333330555553,0.0,0.33333333330555553,"intermediate filaments, nuclear membrane"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/34814_366_A9_1_7.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/34814_366_A9_1_20.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/37574_427_D2_3_11.png,2,0.33333333330555553,0.0,0.33333333330555553,"nuclear membrane, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/fc7c95f2-bbb2-11e8-b2ba-ac1f6b6435d0_9.png,2,0.33333333330555553,0.0,0.33333333330555553,"nuclear membrane, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/37574_427_D2_2_7.png,2,0.33333333330555553,0.0,0.33333333330555553,"nuclear membrane, nucleoli fibrillar center"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/033f4c8a-bb9b-11e8-b2b9-ac1f6b6435d0_3.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0_14.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/acc5291e-bbc8-11e8-b2bc-ac1f6b6435d0_4.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0_18.png,2,0.33333333330555553,0.0,0.33333333330555553,"aggresome, intermediate filaments"
/scratch3/SAMEED/HPA/HPA_DINO_CELLS/dataset/fc7c95f2-bbb2-11e8-b2ba-ac1f6b6435d0_7.png,2,0.33333333330555553,0.0,0.33333333330555553,"nuclear membrane, nucleoli fibrillar center"
